date,actHumidityOutdoor,actTempOutdoor,rainHourly,relativePressure,solarRadiation,uvRadiation,uvRadiationIndex,windDirection,windSpeed
2016.04.14 00:06:53,95,8.1,0,1000,0,2,0,95,0
2016.04.14 00:21:53,96,8,0,1000,0,2,0,96,0
2016.04.14 00:36:54,96,8,0,1000,0,2,0,96,0
2016.04.14 00:51:54,97,8,0,1000,0,2,0,97,0
2016.04.14 01:06:54,97,8,0,1000,0,2,0,97,0
2016.04.14 01:21:54,97,8,0,1000,0,2,0,97,0
2016.04.14 01:36:54,98,8,0,1000,0,2,0,98,0
2016.04.14 01:51:54,97,8.1,0,1000,0,2,0,97,1.8
2016.04.14 02:06:54,96,8.1,0,1000,0,2,0,96,0
2016.04.14 02:21:54,97,8,0,1000,0,2,0,97,0
2016.04.14 02:36:54,97,7.8,0,1000,0,2,0,97,0
2016.04.14 02:51:54,97,7.7,0,1000,0,2,0,97,0
2016.04.14 03:06:54,96,7.8,0,1000,0,2,0,96,2.2
2016.04.14 03:21:55,89,8.2,0,1000,0,2,0,89,4
2016.04.14 03:36:55,88,8.5,0,1000,0,2,0,88,3.2
2016.04.14 03:51:55,88,8.4,0,1000,0,2,0,88,6.8
2016.04.14 04:06:55,89,8.4,1.8,1000,0,2,0,89,9
2016.04.14 04:21:55,91,8.3,0,1000,0,2,0,91,4.7
2016.04.14 04:36:55,91,8.3,0,1000,0,2,0,91,6.5
2016.04.14 04:51:55,92,8.2,0,1000,0,2,0,92,9.4
2016.04.14 05:06:55,93,8.1,0,1000,0,2,0,93,6.5
2016.04.14 05:21:55,93,8.1,0,1000,0,2,0,93,9.7
2016.04.14 05:36:55,93,8.1,0,1000,0,2,0,93,5.4
2016.04.14 05:51:56,92,8.1,0,1000,0,2,0,92,5.8
2016.04.14 06:06:56,92,8,0,1000,0,3,0,92,2.2
2016.04.14 06:21:56,92,8,0,1000,0,3,0,92,7.9
2016.04.14 06:36:56,92,8,0,1000,0,6,0,92,1.8
2016.04.14 06:51:56,92,7.9,0,1000,7.46,47,0,92,4.7
2016.04.14 07:06:56,91,7.9,0,1000,9.51,56,0,91,6.5
2016.04.14 07:21:56,90,7.8,0,1000,15.79,73,0,90,5.4
2016.04.14 07:36:56,90,7.8,0,1000,46.42,210,1,90,6.5
2016.04.14 07:51:56,91,7.8,0,1000,62.86,271,1,91,7.2
2016.04.14 08:06:56,90,7.9,0,1000,65.27,202,1,90,2.2
2016.04.14 08:21:57,88,8.1,0,1000,58.07,211,1,88,1.8
2016.04.14 08:36:57,89,8.1,0,1000,58.05,216,1,89,2.2
2016.04.14 08:51:57,89,8.1,0,1000,76.24,309,1,89,4.7
2016.04.14 09:06:57,88,8.1,0,1000,107.87,453,1,88,2.2
2016.04.14 09:21:57,86,8.3,0,1000,215.96,881,2,86,4.3
2016.04.14 09:36:57,85,8.8,0,1000,121.59,516,1,85,7.9
2016.04.14 09:51:57,83,8.9,0,1000,159.55,721,2,83,6.8
2016.04.14 10:06:57,83,8.9,0,1000,75.24,284,1,83,14
2016.04.14 10:21:57,81,8.9,0,1000,189.33,870,2,81,5.4
2016.04.14 10:36:57,79,9.1,0,1000,94.47,318,1,79,2.2
2016.04.14 10:51:57,81,9.2,0,1000,65.94,257,1,81,18
2016.04.14 11:06:58,82,9,0,1000,31.39,124,1,82,3.2
2016.04.14 11:21:58,83,8.6,0,1000,130.46,683,2,83,0.7
2016.04.14 11:36:58,81,8.6,0,1000,206.41,1069,3,81,1.8
2016.04.14 11:51:58,79,9.1,0,1000,327.91,1620,4,79,3.2
2016.04.14 12:06:58,77,9.7,0,1000,259.46,1286,3,77,2.2
2016.04.14 12:21:58,75,10,0,1000,231.88,1087,3,75,5.4
2016.04.14 12:36:58,76,10,0,1000,229.4,1082,3,76,9.4
2016.04.14 12:51:58,74,9.9,0,1000,144.89,586,2,74,6.8
2016.04.14 13:06:58,74,9.9,0,1000,184.45,821,2,74,2.2
2016.04.14 13:21:58,78,9.9,0,1000,148.14,673,2,78,13
2016.04.14 13:36:59,77,9.9,0,1000,236.92,1261,3,77,13
2016.04.14 13:51:59,76,10,0,1000,256.75,1207,3,76,10.4
2016.04.14 14:06:59,74,10.3,0,1000,352.22,1474,4,74,14
2016.04.14 14:21:59,75,10.3,0,1000,163.85,685,2,75,9.7
2016.04.14 14:36:59,75,9.9,0,1000,497.83,2197,5,75,14
2016.04.14 14:51:59,73,10.2,0,1000,210.79,958,2,73,10.4
2016.04.14 15:06:59,71,10.5,0,1000,180.02,932,2,71,13
2016.04.14 15:21:59,76,10.1,0,1000,196.03,905,2,76,5.8
2016.04.14 15:36:59,73,9.8,0,1000,234.65,1174,3,73,9.7
2016.04.14 15:51:59,70,10.2,0,1000,634.95,1288,3,70,16.6
2016.04.14 16:06:59,71,11.1,0,1000,307.92,1015,3,71,15.8
2016.04.14 16:21:59,69,11.6,0,1000,270.15,1029,3,69,13
2016.04.14 16:36:59,61,11.7,0,1000,528.29,867,2,61,7.2
2016.04.14 16:51:59,63,12.1,0,1000,558.97,865,2,63,11.5
2016.04.14 17:07:00,62,12.4,0,1000,553.08,861,2,62,13
2016.04.14 17:22:00,61,12.6,0,1000,526.45,747,2,61,12.2
2016.04.14 17:37:00,62,12.7,0,1000,502.99,699,2,62,16.9
2016.04.14 17:52:00,58,12.7,0,1000,434.16,591,2,58,9.7
2016.04.14 18:07:00,60,12.9,0,1000,352.39,466,1,60,9
2016.04.14 18:22:00,61,12.5,0,1000,325.44,401,1,61,2.9
2016.04.14 18:37:00,60,12.2,0,1000,262.93,336,1,60,8.3
2016.04.14 18:52:00,60,11.7,0,1000,195.51,247,1,60,9.4
2016.04.14 19:07:00,64,11.1,0,1000,128.6,184,1,64,1.4
2016.04.14 19:22:00,67,10.5,0,1000,90.04,110,1,67,4.7
2016.04.14 19:37:00,70,10.3,0,1000,25.8,59,0,70,4.3
2016.04.14 19:52:01,72,9.9,0,1000,6.9,24,0,72,0
2016.04.14 20:07:01,76,9.5,0,1000,0.62,7,0,76,0.4
2016.04.14 20:22:01,81,8.4,0,1000,0,2,0,81,0
2016.04.14 20:37:01,82,7.2,0,1000,0,2,0,82,0
2016.04.14 20:52:01,82,6.7,0,1000,0,2,0,82,0
2016.04.14 21:07:01,82,6.8,0,1000,0,2,0,82,0
2016.04.14 21:22:01,82,6.7,0,1000,0,2,0,82,0
2016.04.14 21:37:01,80,6.6,0,1000,0,2,0,80,0
2016.04.14 21:52:01,82,6.3,0,1000,0,2,0,82,0
2016.04.14 22:07:01,85,5.8,0,1000,0,2,0,85,0
2016.04.14 22:22:01,86,5.2,0,1000,0,2,0,86,0
2016.04.14 22:37:01,86,5.1,0,1000,0,2,0,86,0
2016.04.14 22:52:01,87,5.2,0,1000,0,2,0,87,0
2016.04.14 23:07:02,89,4.9,0,1000,0,2,0,89,0
2016.04.14 23:22:02,89,4.4,0,1000,0,2,0,89,0
2016.04.14 23:37:02,89,4.6,0,1000,0,2,0,89,0
2016.04.14 23:52:02,92,4.3,0,1000,0,2,0,92,0
2016.04.15 00:07:02,94,4,0,1000,0,2,0,94,0
2016.04.15 00:22:02,94,4.1,0,1000,0,2,0,94,0
2016.04.15 00:37:02,94,4.2,0,1000,0,2,0,94,0
2016.04.15 00:52:02,95,4.1,0,1000,0,2,0,95,0
2016.04.15 01:07:02,91,4.1,0,1000,0,2,0,91,0
2016.04.15 01:22:02,92,4.3,0,1000,0,2,0,92,0
2016.04.15 01:37:02,90,3.7,0,1000,0,2,0,90,0
2016.04.15 01:52:02,91,3,0,1000,0,2,0,91,0
