date,actTempBurner,actTempFlowFloor,actTempFlowRadiator,actTempHotwater,floorHeatingMixerActPosition,floorHeatingSetFlowTemp,radiatorHeatingMixerActPosition,radiatorHeatingSetFlowTemp
2017.01.26 05:00:01,36.3,22.2,18.0,36.3,2.1,0.0,2.1,0.0
2017.01.26 05:00:11,36.3,22.2,18.0,36.3,2.1,0.0,2.1,0.0
2017.01.26 05:00:21,36.3,22.2,18.0,36.3,2.1,0.0,2.1,0.0
2017.01.26 05:00:31,36.3,22.2,18.0,36.3,2.1,0.0,2.1,0.0
2017.01.26 05:00:41,36.3,22.2,18.0,36.3,2.1,0.0,2.1,0.0
2017.01.26 05:00:51,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:01:01,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:01:11,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:01:21,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:01:31,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:01:41,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:01:51,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:02:01,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:02:12,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:02:22,36.3,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:02:32,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:02:42,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:02:52,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:03:02,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:03:12,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:03:22,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:03:32,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:03:42,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:03:52,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:04:02,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:04:12,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:04:23,36.2,22.2,18.0,36.2,2.1,0.0,2.1,0.0
2017.01.26 05:04:33,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:04:43,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:04:53,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:05:03,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:05:13,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:05:23,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:05:33,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:05:43,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:05:53,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:06:03,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:06:13,36.2,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:06:23,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:06:33,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:06:44,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:06:54,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:07:04,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:07:14,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:07:24,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:07:34,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:07:44,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:07:54,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:08:04,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:08:14,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:08:24,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:08:34,36.1,22.2,18.0,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:08:45,36.1,22.2,17.9,36.1,2.1,0.0,2.1,0.0
2017.01.26 05:08:55,36.1,22.2,18.0,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:09:05,36.1,22.2,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:09:15,36.1,22.2,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:09:25,36.1,22.2,18.0,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:09:35,36.1,22.2,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:09:45,36.1,22.2,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:09:55,36.1,22.1,18.0,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:10:05,36.1,22.1,18.0,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:10:15,36.1,22.1,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:10:25,36.1,22.2,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:10:35,36.0,22.1,17.9,36.0,2.1,0.0,2.1,0.0
2017.01.26 05:10:45,36.0,22.1,18.0,36.0,2.1,0.0,2.1,0.0
