; characteristic of temperature sensors for burner, boiler and flow temperature

;+-------------------- resistance in Ohm (x-axis)
;|
;|        +----------- temperature in ?C (y-axis)
;|        |
  1000.0, 90.0,
  1200.0, 85.0,
  1400.0, 80.0,
  1500.0, 75.0,
  1800.0, 70.0,
  2000.0, 65.0,
  2500.0, 60.0,
  3200.0, 55.0,
  3900.0, 50.0,
  4800.0, 45.0,
  5500.0, 40.0,
  6800.0, 35.0,
  8000.0, 30.0,
 10000.0, 25.0,
 12500.0, 20.0,
