date,Burner,Flow Floor Act,Flow Floor Set,Flow Radiator Act,Flow Radiator Set,Hotwater,Mixer Floor,Mixer Radiator
2016.12.07 20:55:12,38.0,35.7,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:13,39.2,35.5,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:14,40.7,35.6,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:15,42.0,35.9,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:16,41.5,36.2,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:17,40.8,36.4,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:18,40.1,36.4,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:19,39.5,36.3,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:55:21,38.8,36.1,0.0,0.0,0.0,22.0,1.9,0.0
2016.12.07 20:55:22,38.3,35.8,0.0,0.0,0.0,22.0,8.6,0.0
2016.12.07 20:55:23,38.5,35.7,0.0,0.0,0.0,22.0,15.3,0.0
2016.12.07 20:55:24,40.0,35.8,0.0,0.0,0.0,22.0,22.6,0.0
2016.12.07 20:55:25,41.5,36.2,0.0,0.0,0.0,22.0,29.9,0.0
2016.12.07 20:55:26,41.8,36.7,0.0,0.0,0.0,22.0,36.6,0.0
2016.12.07 20:55:27,41.1,37.1,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:28,40.4,37.3,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:29,39.7,37.4,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:30,39.1,37.3,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:31,38.5,37.1,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:32,38.1,36.9,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:33,39.5,36.8,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:34,40.9,37.0,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:35,42.0,37.4,0.0,0.0,0.0,22.0,39.3,0.0
2016.12.07 20:55:36,41.3,37.7,0.0,0.0,0.0,22.0,41.9,0.0
2016.12.07 20:55:37,40.6,37.9,0.0,0.0,0.0,22.0,48.6,0.0
2016.12.07 20:55:38,40.0,38.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:40,39.4,37.9,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:41,38.8,37.8,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:42,38.2,37.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:43,38.6,37.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:44,40.1,37.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:45,41.6,37.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:46,41.7,38.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:47,41.1,38.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:48,40.4,38.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:49,39.7,38.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:50,39.2,38.2,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:51,38.6,38.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:52,38.0,37.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:53,39.2,37.5,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:54,40.7,37.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:55,41.9,37.9,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:56,42.3,38.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:58,41.6,38.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:55:59,40.9,38.8,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:00,40.2,38.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:01,39.6,38.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:02,39.0,38.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:03,38.3,38.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:04,38.4,37.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:05,39.8,37.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:06,41.2,37.8,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:07,41.8,38.2,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:08,41.2,38.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:09,40.6,38.5,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:10,39.9,38.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:11,39.2,38.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:12,38.7,38.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:13,38.1,37.8,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:14,39.1,37.5,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:16,40.5,37.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:17,42.0,38.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:18,41.5,38.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:19,40.8,38.5,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:20,40.2,38.5,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:21,39.5,38.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:22,38.9,38.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:23,38.3,37.9,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:24,38.5,35.9,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:25,40.0,32.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:26,41.3,30.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:27,41.8,27.9,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:28,41.1,26.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:29,40.4,24.9,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:30,39.8,23.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:32,39.1,22.8,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:33,38.5,22.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:34,38.1,21.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:35,39.5,21.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:36,40.9,20.6,0.0,0.0,0.0,22.0,51.3,0.0
